neighborhood,building_id,algorithm,distance_meters,time_minutes,time_seconds,num_traffic_signals,num_crossings,safety_penalties,total_cost,detour_factor,straight_line_distance,num_path_nodes,avg_walking_speed_kmh,signal_density_per_100m,nodes_expanded_forward,nodes_expanded_backward,edges_scanned_forward,edges_scanned_backward,expansions_total,edges_scanned_total
neighborhoodD,417698325,fastest path,2083.631398567552,25.865068214886158,1551.9040928931695,2,0,5350.0,1551.9040928931695,1.3776409174828308,1512.46335102668,87,4.833464303105971,0.09598626711878855,323,389,804,1014,712,1818
neighborhoodD,417698329,shortest path,2018.8194000478377,25.687383008633628,1541.2429805180177,2,0,6840.0,2018.8194000478377,1.3466887075948084,1499.0987810787078,80,4.715512045822584,0.09906780170393689,178,301,442,790,479,1232
neighborhoodD,417698329,few_traffic_lights path,2018.8194000478377,25.687383008633628,1541.2429805180177,2,0,6840.0,1146.5867900167432,1.3466887075948084,1499.0987810787078,80,4.715512045822584,0.09906780170393689,1211,740,2913,1850,1951,4763
neighborhoodD,417698329,safest path,2425.1339290748097,29.679366383484403,1780.7619830090641,2,0,4290.0,6715.133929074809,1.6177279040476265,1499.0987810787078,91,4.9026665146550785,0.08246967212911831,710,1209,1652,3089,1919,4741
neighborhoodD,417698329,fastest path,2051.3476724263573,25.729150747118304,1543.7490448270983,2,0,5890.0,1543.7490448270983,1.3683872592773823,1499.0987810787078,79,4.783712511745715,0.09749688104476104,309,381,748,993,690,1741
neighborhoodD,417698330,shortest path,2046.6659026066088,25.762495347808983,1545.749720868539,2,0,6390.0,2046.6659026066088,1.33556137291679,1532.4386764322235,88,4.766617227816027,0.09771990618756214,244,285,618,745,529,1363
neighborhoodD,417698330,few_traffic_lights path,2046.6659026066088,25.762495347808983,1545.749720868539,2,0,6390.0,1156.333065912313,1.33556137291679,1532.4386764322235,88,4.766617227816027,0.09771990618756214,1197,758,2879,1893,1955,4772
neighborhoodD,417698330,safest path,2373.3169685142425,28.989309236820507,1739.3585542092303,2,0,4110.0,6483.316968514242,1.5487190482817401,1532.4386764322235,95,4.912121808338494,0.0842702439890299,718,1157,1674,2951,1875,4625
neighborhoodD,417698330,fastest path,2053.539884120809,25.493568036531315,1529.6140821918789,2,0,5170.0,1529.6140821918789,1.3400470215890121,1532.4386764322235,86,4.833077616702765,0.0973928003768122,395,362,993,940,757,1933
neighborhoodD,417698331,shortest path,2184.7104715115684,28.42298877865369,1705.3793267192214,3,0,9290.0,2184.7104715115684,1.5646400058469538,1396.3023208836878,87,4.611852374551833,0.1373179668024544,109,685,257,1780,794,2037
neighborhoodD,417698331,few_traffic_lights path,2103.223908498872,26.58493733825313,1595.0962402951877,2,0,7300.0,1176.1283679746052,1.50628118068857,1396.3023208836878,94,4.746802029446663,0.09509211035107785,950,790,2318,1961,1740,4279
neighborhoodD,417698331,safest path,2428.5501156369837,30.66744426176589,1840.0466557059535,2,0,5310.0,7738.550115636985,1.7392724192422813,1396.3023208836878,88,4.751390617831308,0.08235366390515769,420,1458,993,3672,1878,4665
neighborhoodD,417698331,fastest path,2110.097890013072,26.31601002697546,1578.9606016185276,2,0,6080.0,1578.9606016185276,1.5112041700809031,1396.3023208836878,92,4.810982868261786,0.09478233258588822,204,648,510,1689,852,2199
neighborhoodD,417698332,shortest path,2085.3549664072093,26.364333114899264,1581.859986893956,2,0,8010.0,2085.3549664072093,1.429817406169222,1458.4764162259773,93,4.7458548425684555,0.09590693345822728,157,424,383,1133,581,1516
neighborhoodD,417698332,few_traffic_lights path,2085.3549664072093,26.364333114899264,1581.859986893956,2,0,8010.0,1169.8742382425232,1.429817406169222,1458.4764162259773,93,4.7458548425684555,0.09590693345822728,1042,784,2531,1945,1826,4476
neighborhoodD,417698332,safest path,2411.8829256008585,29.589731984209823,1775.3839190525894,2,0,5730.0,8141.882925600859,1.6537003264282881,1458.4764162259773,100,4.890648405104707,0.0829227645658527,199,1686,459,4236,1885,4695
neighborhoodD,417698332,fastest path,2092.2289479214096,26.095405803621595,1565.7243482172958,2,0,6790.0,1565.7243482172958,1.434530531069786,1458.4764162259773,91,4.810568489333959,0.09559183291039744,269,481,668,1249,750,1917
neighborhoodD,417698335,shortest path,2026.0495592239092,25.632167594117785,1537.930055647067,2,0,7650.0,2026.0495592239092,1.4331534128685668,1413.7004043193222,91,4.742594363394047,0.09871426840941207,151,387,371,1037,538,1408
neighborhoodD,417698335,few_traffic_lights path,2026.0495592239092,25.632167594117785,1537.930055647067,2,0,7650.0,1149.1173457283683,1.4331534128685668,1413.7004043193222,91,4.742594363394047,0.09871426840941207,1069,778,2590,1933,1847,4523
neighborhoodD,417698335,safest path,2352.5775184175586,28.85756646342834,1731.4539878057005,2,0,5370.0,7722.577518417558,1.6641273576987432,1413.7004043193222,98,4.891426007246352,0.08501313917788703,396,1618,927,4066,2014,4993
neighborhoodD,417698335,fastest path,2032.9235407381095,25.363240282840117,1521.794416970407,2,0,6430.0,1521.794416970407,1.4380158161707077,1413.7004043193222,89,4.809141540436807,0.09838048307876075,305,457,759,1181,762,1940
neighborhoodD,417698336,shortest path,2101.2109562897235,26.435891072291884,1586.153464337513,2,0,6570.0,2101.2109562897235,1.3388025323004595,1569.4704077674699,89,4.768995946935313,0.09518320823586224,236,304,596,798,540,1394
neighborhoodD,417698336,few_traffic_lights path,2101.2109562897235,26.435891072291884,1586.153464337513,2,0,6570.0,1175.4238347014034,1.3388025323004595,1569.4704077674699,89,4.768995946935313,0.09518320823586224,1170,768,2812,1911,1938,4723
neighborhoodD,417698336,safest path,2427.7389154833727,29.66128994160244,1779.6773964961465,2,0,4290.0,6717.738915483373,1.546852303470167,1569.4704077674699,96,4.91092380728513,0.0823811814048296,627,1175,1464,2999,1802,4463
neighborhoodD,417698336,fastest path,2134.9421880625887,26.516647682374945,1590.9988609424968,2,0,5850.0,1590.9988609424968,1.3602946430187794,1569.4704077674699,88,4.830796593073806,0.09367935165565089,374,389,935,1009,763,1944
neighborhoodD,417698337,shortest path,2046.6659026066088,25.762495347808983,1545.749720868539,2,0,6390.0,2046.6659026066088,1.33556137291679,1532.4386764322235,88,4.766617227816027,0.09771990618756214,244,285,618,745,529,1363
neighborhoodD,417698337,few_traffic_lights path,2046.6659026066088,25.762495347808983,1545.749720868539,2,0,6390.0,1156.333065912313,1.33556137291679,1532.4386764322235,88,4.766617227816027,0.09771990618756214,1197,758,2879,1893,1955,4772
neighborhoodD,417698337,safest path,2373.3169685142425,28.989309236820507,1739.3585542092303,2,0,4110.0,6483.316968514242,1.5487190482817401,1532.4386764322235,95,4.912121808338494,0.0842702439890299,718,1157,1674,2951,1875,4625
neighborhoodD,417698337,fastest path,2053.539884120809,25.493568036531315,1529.6140821918789,2,0,5170.0,1529.6140821918789,1.3400470215890121,1532.4386764322235,86,4.833077616702765,0.0973928003768122,395,362,993,940,757,1933
neighborhoodD,417698339,shortest path,2110.117199184773,27.49035043861101,1649.4210263166606,3,0,9580.0,2110.117199184773,1.5535561595118037,1358.2497074633372,91,4.605508112157897,0.14217219788355953,119,501,288,1338,620,1626
neighborhoodD,417698339,few_traffic_lights path,2022.330339855999,25.58625130562507,1535.1750783375041,2,0,6640.0,1147.8156189495996,1.4889238177219244,1358.2497074633372,88,4.742383670900774,0.098895811459883,992,782,2414,1941,1774,4355
neighborhoodD,417698339,safest path,2463.478913982729,30.12559648246603,1807.5357889479617,2,0,4460.0,6923.47891398273,1.8137157699695103,1358.2497074633372,97,4.906416871280631,0.0811860003610334,595,1251,1393,3190,1846,4583
neighborhoodD,417698339,fastest path,2029.2043213701993,25.3173239943474,1519.039439660844,2,0,5420.0,1519.039439660844,1.4939847291849853,1358.2497074633372,86,4.809049301948168,0.09856079937034239,230,523,578,1369,753,1947
neighborhoodD,417698340,shortest path,2012.0781429240985,25.364934891688176,1521.8960935012906,2,0,6390.0,2012.0781429240985,1.3342254529671835,1508.0495867092316,87,4.759511076648027,0.09939971799969231,240,266,613,690,506,1303
neighborhoodD,417698340,few_traffic_lights path,2012.0781429240985,25.364934891688176,1521.8960935012906,2,0,6390.0,1144.2273500234344,1.3342254529671835,1508.0495867092316,87,4.759511076648027,0.09939971799969231,1216,764,2922,1904,1980,4826
neighborhoodD,417698340,safest path,2338.729208831732,28.591748780699696,1715.5049268419818,2,0,4110.0,6448.729208831731,1.550830443138913,1508.0495867092316,94,4.9078408461894,0.08551652719978907,718,1150,1674,2937,1868,4611
neighborhoodD,417698340,fastest path,2036.808073076453,26.05827967831586,1563.4967806989516,3,0,6830.0,1563.4967806989516,1.3506240716666644,1508.0495867092316,81,4.689813982090374,0.14728928266023192,411,356,1035,925,767,1960
neighborhoodD,417698341,shortest path,1994.820372078467,25.244627625837346,1514.6776575502408,2,0,6660.0,1994.820372078467,1.4371123680089544,1388.075432711075,84,4.741175987963816,0.10025965385124556,143,367,358,980,510,1338
neighborhoodD,417698341,few_traffic_lights path,1992.4778929420074,25.21770257829184,1513.0621546975103,2,0,6660.0,1137.3672625297027,1.435424794638475,1388.075432711075,84,4.740664745543933,0.10037752524555672,1095,774,2646,1925,1869,4571
neighborhoodD,417698341,safest path,2433.6264670687374,29.757047755132803,1785.422865307968,2,0,4480.0,6913.626467068738,1.7532379074785422,1388.075432711075,93,4.906991756228157,0.0821818807061614,601,1242,1406,3168,1843,4574
neighborhoodD,417698341,fastest path,1999.3518744562077,24.94877526701417,1496.9265160208502,2,0,5440.0,1496.9265160208502,1.4403769617557727,1388.075432711075,82,4.808296647169616,0.10003241678226192,286,430,718,1110,716,1828
neighborhoodD,417698343,shortest path,2014.8232750883478,25.638048132590544,1538.2828879554327,2,0,6840.0,2014.8232750883478,1.363381942504644,1477.8127920536726,80,4.715234010019227,0.09926428906834532,218,314,542,827,532,1369
neighborhoodD,417698343,few_traffic_lights path,2014.8232750883478,25.638048132590544,1538.2828879554327,2,0,6840.0,1145.1881462809217,1.363381942504644,1477.8127920536726,80,4.715234010019227,0.09926428906834532,1203,742,2885,1854,1945,4739
neighborhoodD,417698343,safest path,2535.758419048401,30.94397781497172,1856.6386688983032,2,0,4390.0,6925.758419048401,1.7158860937484053,1477.8127920536726,93,4.916805009771272,0.07887186669582444,709,1214,1647,3103,1923,4750
neighborhoodD,417698343,fastest path,2026.1637428886922,25.279785988402864,1516.7871593041718,2,0,5440.0,1516.7871593041718,1.371055761449319,1477.8127920536726,84,4.808973645152371,0.0987087054054481,389,385,965,1004,774,1969
neighborhoodD,417698344,shortest path,2184.7104715115684,28.42298877865369,1705.3793267192214,3,0,9290.0,2184.7104715115684,1.5646400058469538,1396.3023208836878,87,4.611852374551833,0.1373179668024544,109,685,257,1780,794,2037
neighborhoodD,417698344,few_traffic_lights path,2103.223908498872,26.58493733825313,1595.0962402951877,2,0,7300.0,1176.1283679746052,1.50628118068857,1396.3023208836878,94,4.746802029446663,0.09509211035107785,950,790,2318,1961,1740,4279
neighborhoodD,417698344,safest path,2428.5501156369837,30.66744426176589,1840.0466557059535,2,0,5310.0,7738.550115636985,1.7392724192422813,1396.3023208836878,88,4.751390617831308,0.08235366390515769,420,1458,993,3672,1878,4665
neighborhoodD,417698344,fastest path,2110.097890013072,26.31601002697546,1578.9606016185276,2,0,6080.0,1578.9606016185276,1.5112041700809031,1396.3023208836878,92,4.810982868261786,0.09478233258588822,204,648,510,1689,852,2199
neighborhoodD,417698347,shortest path,1947.5775582623412,24.623548861093262,1477.4129316655958,2,0,6390.0,1947.5775582623412,1.3469644844282802,1445.9011954491075,85,4.745646297978522,0.10269167415260375,233,262,599,679,495,1278
neighborhoodD,417698347,few_traffic_lights path,1947.5775582623412,24.623548861093262,1477.4129316655958,2,0,6390.0,1121.6521453918197,1.3469644844282802,1445.9011954491075,85,4.745646297978522,0.10269167415260375,1223,758,2937,1892,1981,4829
neighborhoodD,417698347,safest path,2274.228624169975,27.850362750104786,1671.021765006287,2,0,4110.0,6384.228624169974,1.572879690070097,1445.9011954491075,92,4.899531064444936,0.08794190604869112,717,1149,1672,2935,1866,4607
neighborhoodD,417698347,fastest path,1972.3074884146956,25.31689364772095,1519.0136188632569,3,0,6830.0,1519.0136188632569,1.3640679561109863,1445.9011954491075,79,4.674287886639469,0.15210609996777655,411,346,1035,901,757,1936
neighborhoodD,417699208,shortest path,1957.5664954530178,24.856378800166947,1491.3827280100168,2,0,6390.0,1957.5664954530178,1.3546217948698784,1445.101874830721,78,4.725305752356502,0.10216766606118083,190,310,465,816,500,1281
neighborhoodD,417699208,few_traffic_lights path,1957.5664954530178,24.856378800166947,1491.3827280100168,2,0,6390.0,1125.1482734085564,1.3546217948698784,1445.101874830721,78,4.725305752356502,0.10216766606118083,1285,713,3075,1787,1998,4862
neighborhoodD,417699208,safest path,2503.115509103042,31.351648383108078,1881.0989029864847,2,2,3850.0,6353.1155091030405,1.7321377493861851,1445.101874830721,113,4.790399812824565,0.07990042779594592,815,967,1891,2452,1782,4343
neighborhoodD,417699208,fastest path,1964.440476967218,24.587451488889275,1475.2470893333566,2,0,5170.0,1475.2470893333566,1.3593785401443288,1445.101874830721,76,4.793763545249709,0.10181016037134809,335,372,818,969,707,1787
neighborhoodD,417699216,shortest path,2011.5491219828348,25.505241223624875,1530.3144734174925,2,0,6530.0,2011.5491219828348,1.3664760681556598,1472.0705095829696,79,4.732084133639764,0.09942585931128291,169,336,407,889,505,1296
neighborhoodD,417699216,few_traffic_lights path,2008.993091379775,25.44748909817566,1526.8493458905396,2,0,6390.0,1143.147581982921,1.3647397174941795,1472.0705095829696,79,4.736796821790486,0.09955235827249168,1316,710,3152,1780,2026,4932
neighborhoodD,417699216,safest path,2451.6889131762846,30.760538085099373,1845.6322851059624,2,2,3850.0,6301.688913176284,1.6654697565205867,1472.0705095829696,112,4.782144394991387,0.08157641816835974,826,938,1918,2381,1764,4299
neighborhoodD,417699216,fastest path,2015.8670728939753,25.17856178689799,1510.7137072138794,2,0,5170.0,1510.7137072138794,1.3694093182160552,1472.0705095829696,77,4.803770183433493,0.09921289091392338,342,391,824,1021,733,1845
neighborhoodD,417700180,shortest path,2038.400461742259,25.92912451103388,1555.7474706620328,2,0,8370.0,2038.400461742259,1.537837989392949,1325.4975334215171,86,4.716859130839157,0.09811614731928399,95,690,214,1794,785,2008
neighborhoodD,417700180,few_traffic_lights path,2038.400461742259,25.92912451103388,1555.7474706620328,2,0,8370.0,1153.4401616097907,1.537837989392949,1325.4975334215171,86,4.716859130839157,0.09811614731928399,825,693,2035,1740,1518,3775
neighborhoodD,417700180,safest path,2690.430994594444,33.52662630186873,2011.597578112124,2,2,3710.0,6400.4309945944415,2.0297517926341317,1325.4975334215171,125,4.814855459127093,0.07433753194259049,693,1028,1612,2608,1721,4220
neighborhoodD,417700180,fastest path,2065.4257152389246,25.906137091675387,1554.3682255005233,2,0,7290.0,1554.3682255005233,1.5582267512089782,1325.4975334215171,84,4.783636498015653,0.09683233752943972,162,565,383,1477,727,1860
neighborhoodD,417700186,shortest path,1687.383861297628,22.281111779940797,1336.866706796448,3,0,7360.0,1687.383861297628,1.3362317348905004,1262.7928354327728,70,4.543894967081696,0.17779001380829532,124,166,329,441,290,770
neighborhoodD,417700186,few_traffic_lights path,1667.9095954990914,21.355163199389835,1281.3097919633901,2,0,5930.0,1023.768358424682,1.3208101508807506,1262.7928354327728,72,4.686200465693694,0.11991057581280577,1288,724,3109,1812,2012,4921
neighborhoodD,417700186,safest path,1802.2856319858004,22.391780974008327,1343.5068584404996,2,0,4070.0,5872.285631985797,1.427221933333299,1262.7928354327728,77,4.82932277895493,0.11097020164314096,596,928,1441,2358,1524,3799
neighborhoodD,417700186,fastest path,1674.7835770132917,21.086235888112174,1265.1741532867304,2,0,4710.0,1265.1741532867304,1.3262536261059203,1262.7928354327728,70,4.765526438858121,0.11941841485970861,302,299,786,784,601,1570
neighborhoodD,417700189,shortest path,1609.1899096035888,21.42467277935378,1285.4803667612268,3,0,7780.0,1609.1899096035888,1.3549572245612795,1187.6315210796615,66,4.50655165521401,0.18642920777069913,113,167,299,440,280,739
neighborhoodD,417700189,few_traffic_lights path,1589.7156438050517,20.498724198802815,1229.923451928169,2,0,6350.0,996.4004753317683,1.3385596589419084,1187.6315210796615,68,4.65311585751633,0.1258086631904128,1241,709,3001,1779,1950,4780
neighborhoodD,417700189,safest path,1996.9132921070411,24.644794829397473,1478.6876897638483,2,0,3980.0,5976.913292107039,1.6814249678146562,1187.6315210796615,78,4.861667478095688,0.10015457395697445,287,1023,682,2590,1310,3272
neighborhoodD,417700189,fastest path,1596.5896253192525,20.22979688752515,1213.787813251509,2,0,5130.0,1213.787813251509,1.344347633909053,1187.6315210796615,66,4.73536032278347,0.12526700463809426,240,296,610,773,536,1383
neighborhoodD,417702249,shortest path,1615.3840860188286,21.421915455646126,1285.3149273387676,3,0,7190.0,1615.3840860188286,1.3723394616578157,1177.1024088073732,68,4.524480799198745,0.1857143465733655,247,186,649,486,433,1135
neighborhoodD,417702249,few_traffic_lights path,1623.5048912905943,20.914421191542658,1254.8652714925595,2,0,6580.0,1008.2267119517082,1.379238441059271,1177.1024088073732,71,4.657565829114424,0.12319026636317144,1097,780,2664,1937,1877,4601
neighborhoodD,417702249,safest path,1834.3136387098461,22.646697685451635,1358.8018611270982,2,0,3460.0,5294.313638709844,1.5583296958574335,1177.1024088073732,68,4.859817526212361,0.10903260804442845,256,796,667,2002,1052,2669
neighborhoodD,417702249,fastest path,1622.2412714584136,21.181825326294323,1270.9095195776595,3,0,6110.0,1270.9095195776595,1.378164940722575,1177.1024088073732,64,4.595188317726209,0.18492933528333708,416,295,1063,775,711,1838
neighborhoodD,417702257,shortest path,1737.4153698989928,23.050497431007457,1383.0298458604475,2,0,7650.0,1737.4153698989928,1.4055397208673073,1236.1197226264778,78,4.52245868038013,0.11511352061518097,173,246,472,631,419,1103
neighborhoodD,417702257,few_traffic_lights path,1709.8202988286905,22.63204311455996,1357.9225868735975,2,0,6830.0,1038.437104590042,1.3832157739508475,1236.1197226264778,77,4.532918986166226,0.11697135666070269,1172,744,2829,1858,1916,4687
neighborhoodD,417702257,safest path,2024.8067786167435,25.68295861954068,1540.977517172441,2,0,3630.0,5654.806778616742,1.6380345217002785,1236.1197226264778,71,4.730311975216558,0.09877485699481456,376,921,895,2344,1297,3239
neighborhoodD,417702257,fastest path,1716.6942803428908,22.363115803282298,1341.7869481969378,2,0,5610.0,1341.7869481969378,1.3887767090191714,1236.1197226264778,75,4.605872353684079,0.11650298034432327,298,356,785,924,654,1709
neighborhoodD,417702260,shortest path,1615.3840860188286,21.421915455646126,1285.3149273387676,3,0,7190.0,1615.3840860188286,1.3723394616578157,1177.1024088073732,68,4.524480799198745,0.1857143465733655,247,186,649,486,433,1135
neighborhoodD,417702260,few_traffic_lights path,1623.5048912905943,20.914421191542658,1254.8652714925595,2,0,6580.0,1008.2267119517082,1.379238441059271,1177.1024088073732,71,4.657565829114424,0.12319026636317144,1097,780,2664,1937,1877,4601
neighborhoodD,417702260,safest path,1834.3136387098461,22.646697685451635,1358.8018611270982,2,0,3460.0,5294.313638709844,1.5583296958574335,1177.1024088073732,68,4.859817526212361,0.10903260804442845,256,796,667,2002,1052,2669
neighborhoodD,417702260,fastest path,1622.2412714584136,21.181825326294323,1270.9095195776595,3,0,6110.0,1270.9095195776595,1.378164940722575,1177.1024088073732,64,4.595188317726209,0.18492933528333708,416,295,1063,775,711,1838
neighborhoodD,417702263,shortest path,1655.159947974744,21.912975479793225,1314.7785287875936,3,0,6910.0,1655.159947974744,1.4223235004393993,1163.7014697875795,67,4.53199963510486,0.18125136508231754,227,238,596,615,465,1211
neighborhoodD,417702263,few_traffic_lights path,1663.2807532465097,21.40548121568976,1284.3288729413857,2,0,6300.0,1022.1482636362784,1.4293019270226777,1163.7014697875795,70,4.662209841918509,0.12024428203694763,997,764,2434,1905,1761,4339
neighborhoodD,417702263,safest path,1874.0895006657613,23.13775770959874,1388.2654625759244,2,0,3180.0,5054.089500665758,1.6104555586819487,1163.7014697875795,67,4.859821398911854,0.10671848912709395,220,662,589,1669,882,2258
neighborhoodD,417702263,fastest path,1662.0171334143286,21.672885350441426,1300.3731210264855,3,0,5830.0,1300.3731210264855,1.428216064484056,1163.7014697875795,63,4.601188369357043,0.1805035543669165,304,294,789,774,598,1563
neighborhoodD,417702267,shortest path,1668.4460306146364,21.89011270295231,1313.4067621771387,2,0,7380.0,1668.4460306146364,1.426599614712104,1169.5264834004167,76,4.573149676994436,0.11987202242695395,162,244,443,625,406,1068
neighborhoodD,417702267,few_traffic_lights path,1640.850959544334,21.471658386504814,1288.2995031902888,2,0,6560.0,1014.297835840517,1.4030045345989377,1169.5264834004167,75,4.58516318583653,0.12188797455165593,1129,740,2744,1849,1869,4593
neighborhoodD,417702267,safest path,1956.2432820237125,24.527238750006514,1471.6343250003908,2,0,3360.0,5316.24328202371,1.6726797638099689,1169.5264834004167,69,4.785479446657712,0.10223677281749036,342,808,860,2040,1150,2900
neighborhoodD,417702267,fastest path,1665.5808896966885,22.165003173132504,1329.9001903879503,3,0,7000.0,1329.9001903879503,1.424149784837694,1169.5264834004167,69,4.508677603210911,0.18011734035603139,276,322,734,839,598,1573
neighborhoodD,417702271,shortest path,1737.4153698989928,23.050497431007457,1383.0298458604475,2,0,7650.0,1737.4153698989928,1.4055397208673073,1236.1197226264778,78,4.52245868038013,0.11511352061518097,173,246,472,631,419,1103
neighborhoodD,417702271,few_traffic_lights path,1709.8202988286905,22.63204311455996,1357.9225868735975,2,0,6830.0,1038.437104590042,1.3832157739508475,1236.1197226264778,77,4.532918986166226,0.11697135666070269,1172,744,2829,1858,1916,4687
neighborhoodD,417702271,safest path,2024.8067786167435,25.68295861954068,1540.977517172441,2,0,3630.0,5654.806778616742,1.6380345217002785,1236.1197226264778,71,4.730311975216558,0.09877485699481456,376,921,895,2344,1297,3239
neighborhoodD,417702271,fastest path,1716.6942803428908,22.363115803282298,1341.7869481969378,2,0,5610.0,1341.7869481969378,1.3887767090191714,1236.1197226264778,75,4.605872353684079,0.11650298034432327,298,356,785,924,654,1709
neighborhoodD,417702275,shortest path,1684.7868134313615,22.40076216597497,1344.0457299584982,2,0,7470.0,1684.7868134313615,1.4207365564151002,1185.8544821867124,77,4.512668276949316,0.11870938115467868,163,244,446,625,407,1071
neighborhoodD,417702275,few_traffic_lights path,1657.1917423610591,21.98230784952748,1318.9384709716487,2,0,6650.0,1020.0171098263708,1.3974663563316825,1185.8544821867124,76,4.52325139026751,0.12068609496874091,1136,740,2758,1849,1876,4607
neighborhoodD,417702275,safest path,1972.1782221491123,25.0332233545082,1501.9934012704919,2,0,3450.0,5422.17822214911,1.663086197989842,1185.8544821867124,70,4.72694593313876,0.10141071316671219,346,849,857,2161,1195,3018
neighborhoodD,417702275,fastest path,1681.9216725134136,22.675652636155164,1360.5391581693098,3,0,7090.0,1360.5391581693098,1.4183204581829927,1185.8544821867124,70,4.450381295306163,0.17836740253884056,293,351,772,913,644,1685
neighborhoodD,417702279,shortest path,1758.5182917778077,23.189004415633516,1391.340264938011,3,0,7650.0,1758.5182917778077,1.3930655818169568,1262.337046246018,70,4.55004861853988,0.1705981685847062,268,244,693,629,512,1322
neighborhoodD,417702279,few_traffic_lights path,1766.6390970495734,22.681510151530052,1360.890609091803,2,0,7040.0,1058.3236839673511,1.3994987331658106,1262.337046246018,73,4.6733372299649965,0.1132093138513779,1129,768,2718,1914,1897,4632
neighborhoodD,417702279,safest path,1977.447844468825,24.413786645439025,1464.8271987263415,2,0,3920.0,5897.447844468823,1.5664975137578576,1262.337046246018,70,4.859830733807739,0.10114046777993445,440,995,1024,2535,1435,3559
neighborhoodD,417702279,fastest path,1765.3754772173922,22.948914286281713,1376.9348571769028,3,0,6570.0,1376.9348571769028,1.39849771696658,1262.337046246018,66,4.615579077584571,0.1699355201607671,339,301,876,789,640,1665
neighborhoodD,417702285,shortest path,1655.159947974744,21.912975479793225,1314.7785287875936,3,0,6910.0,1655.159947974744,1.4223235004393993,1163.7014697875795,67,4.53199963510486,0.18125136508231754,227,238,596,615,465,1211
neighborhoodD,417702285,few_traffic_lights path,1663.2807532465097,21.40548121568976,1284.3288729413857,2,0,6300.0,1022.1482636362784,1.4293019270226777,1163.7014697875795,70,4.662209841918509,0.12024428203694763,997,764,2434,1905,1761,4339
neighborhoodD,417702285,safest path,1874.0895006657613,23.13775770959874,1388.2654625759244,2,0,3180.0,5054.089500665758,1.6104555586819487,1163.7014697875795,67,4.859821398911854,0.10671848912709395,220,662,589,1669,882,2258
neighborhoodD,417702285,fastest path,1662.0171334143286,21.672885350441426,1300.3731210264855,3,0,5830.0,1300.3731210264855,1.428216064484056,1163.7014697875795,63,4.601188369357043,0.1805035543669165,304,294,789,774,598,1563
neighborhoodD,417702289,shortest path,1737.4153698989928,23.050497431007457,1383.0298458604475,2,0,7650.0,1737.4153698989928,1.4055397208673073,1236.1197226264778,78,4.52245868038013,0.11511352061518097,173,246,472,631,419,1103
neighborhoodD,417702289,few_traffic_lights path,1709.8202988286905,22.63204311455996,1357.9225868735975,2,0,6830.0,1038.437104590042,1.3832157739508475,1236.1197226264778,77,4.532918986166226,0.11697135666070269,1172,744,2829,1858,1916,4687
neighborhoodD,417702289,safest path,2024.8067786167435,25.68295861954068,1540.977517172441,2,0,3630.0,5654.806778616742,1.6380345217002785,1236.1197226264778,71,4.730311975216558,0.09877485699481456,376,921,895,2344,1297,3239
neighborhoodD,417702289,fastest path,1716.6942803428908,22.363115803282298,1341.7869481969378,2,0,5610.0,1341.7869481969378,1.3887767090191714,1236.1197226264778,75,4.605872353684079,0.11650298034432327,298,356,785,924,654,1709
neighborhoodD,417907448,shortest path,1656.4077324943444,23.26769881348971,1396.0619288093826,6,0,9650.0,1656.4077324943444,1.329491004118689,1245.8961567719418,82,4.271349081243969,0.3622296541060422,214,245,528,653,459,1181
neighborhoodD,417907448,few_traffic_lights path,1820.827634088697,23.220874008382353,1393.2524405029412,2,0,10290.0,1077.2896719310443,1.4614601900742479,1245.8961567719418,109,4.704803876283231,0.10984016073553149,1236,668,2968,1677,1904,4645
neighborhoodD,417907448,safest path,1931.6860583298453,26.23972527748555,1574.383516649133,6,1,5270.0,7201.686058329842,1.550439053712753,1245.8961567719418,92,4.417011316777669,0.3106094789123062,430,1396,1013,3524,1826,4537
neighborhoodD,417907448,fastest path,1826.9829444124905,22.95978097900051,1377.5868587400305,2,0,9210.0,1377.5868587400305,1.4664006582588047,1245.8961567719418,105,4.774391217625691,0.1094700969221772,483,354,1160,924,837,2084
neighborhoodD,417907449,shortest path,1747.5891190568439,24.8100616105576,1488.603696633456,7,0,10480.0,1747.5891190568439,1.3604338015260782,1284.5822539078865,86,4.226323529111705,0.40055181871227424,193,308,469,815,501,1284
neighborhoodD,417907449,few_traffic_lights path,1903.7403088270282,24.244487276756807,1454.6692366054085,2,0,10890.0,1106.3091080894599,1.4819917549347834,1284.5822539078865,112,4.711356327140342,0.10505634569624055,1276,664,3047,1666,1940,4713
neighborhoodD,417907449,safest path,2292.874853799443,30.629536039752995,1837.7721623851796,6,1,5280.0,7572.8748537994425,1.7849186743972083,1284.5822539078865,110,4.49149771806586,0.2616802216683396,478,1839,1119,4620,2317,5739
neighborhoodD,417907449,fastest path,1909.8956191508216,23.983394247374964,1439.0036548424978,2,0,9810.0,1439.0036548424978,1.4867834374487432,1284.5822539078865,108,4.778045007603202,0.10471776467497426,502,389,1200,1016,891,2216
neighborhoodD,417907450,shortest path,1727.1828512765585,24.105129532236827,1446.3077719342095,6,0,10010.0,1727.1828512765585,1.4036604898022402,1230.4847673812483,85,4.299125252075637,0.3473864967779994,159,374,382,975,533,1357
